,First,Last,Nickname,Ht.,Wt.,Reach,Ht. (m),Wt. (kg),Reach. (cm),Stance,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.,W,L,D
3332,Pat,Schilling,Thrilling,"5' 8""",145 lbs.,--,1.73,65.91,,Orthodox,"Aug28,1988",1.87,26.0,8.24,52.0,0.0,0.0,0.0,0.0,5,2,0
3333,Joe,Schilling,,"6' 3""",185 lbs.,--,1.91,84.09,,,--,2.84,52.0,2.64,48.0,0.0,0.0,44.0,0.0,2,5,0
3334,Semmy,Schilt,Hightower,"6' 10""",265 lbs.,--,2.08,120.45,,Orthodox,"Oct27,1973",1.2,50.0,1.31,53.0,0.0,0.0,47.0,1.1,26,14,1
3335,Adam,Schindler,,"5' 8""",155 lbs.,--,1.73,70.45,,,"May19,1983",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,0
3336,Daniel,Schmitt,,--,185 lbs.,--,,84.09,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0
3337,Colleen,Schneider,,--,135 lbs.,--,,61.36,,,--,2.17,48.0,2.5,50.0,2.5,50.0,60.0,0.0,11,7,0
3338,Matt,Schnell,Danger,"5' 8""",125 lbs.,"70.0""",1.73,56.82,177.8,Orthodox,"Jan15,1990",4.23,38.0,4.56,55.0,0.59,44.0,50.0,1.0,16,8,0
3339,Alex,Schoenauer,,"6' 3""",185 lbs.,--,1.91,84.09,,Orthodox,"May05,1976",1.22,40.0,2.27,42.0,0.0,0.0,22.0,4.9,15,10,0
3340,Darrill,Schoonover,The Boss,"6' 2""",220 lbs.,--,1.88,100.0,,Orthodox,"Jul18,1985",1.2,33.0,4.35,38.0,0.0,0.0,50.0,1.1,14,8,0
3341,Bob,Schrijber,Dirty,"6' 0""",240 lbs.,--,1.83,109.09,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,17,1
3342,Nate,Schroeder,,"6' 1""",230 lbs.,--,1.85,104.55,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,0
3343,Lacey,Schuckman,,"5' 3""",125 lbs.,--,1.6,56.82,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,0
3344,Mark,Schultz,,"5' 9""",200 lbs.,--,1.75,90.91,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
3345,Brian,Schwartz,,"6' 3""",170 lbs.,--,1.91,77.27,,Orthodox,--,1.27,44.0,0.87,45.0,0.0,0.0,50.0,1.0,1,1,0
3346,Eric,Schwartz,,--,205 lbs.,--,,93.18,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0
3347,Justin,Scoggins,,"5' 7""",125 lbs.,"66.0""",1.7,56.82,167.64,Southpaw,"May02,1992",3.56,51.0,2.16,55.0,3.42,63.0,82.0,0.5,11,5,0
3348,Brad,Scott,Bear,"6' 1""",170 lbs.,"76.0""",1.85,77.27,193.04,Orthodox,"Jun24,1989",3.52,41.0,4.31,57.0,0.32,15.0,63.0,0.7,11,6,0
3349,Greg,Scott,,"5' 9""",145 lbs.,--,1.75,65.91,,,--,3.9,55.0,7.79,37.0,11.69,100.0,0.0,0.0,3,4,0
3350,Mike,Seal,Crazy Boy,"6' 4""",185 lbs.,--,1.93,84.09,,Orthodox,--,5.5,68.0,3.33,50.0,0.0,0.0,33.0,0.0,13,15,1
3351,Matt,Secor,,"6' 0""",170 lbs.,--,1.83,77.27,,,"Sep26,1986",0.51,20.0,0.81,50.0,3.03,100.0,0.0,3.0,8,4,0
3352,Kenneth,Seegrist,,"6' 0""",185 lbs.,--,1.83,84.09,,Orthodox,--,3.21,66.0,1.28,0.0,0.0,0.0,40.0,14.4,4,7,0
3353,Neil,Seery,2Tap,"5' 4""",125 lbs.,"64.0""",1.63,56.82,162.56,Orthodox,"Aug30,1979",3.56,41.0,3.79,58.0,0.78,27.0,53.0,1.6,16,13,0
3354,Rony,Sefo,,"5' 9""",225 lbs.,--,1.75,102.27,,Orthodox,--,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0,2,0
3355,Ray,Sefo,Sugarfoot,"6' 0""",240 lbs.,--,1.83,109.09,,Orthodox,"Feb15,1971",0.86,31.0,1.71,72.0,0.0,0.0,66.0,0.0,2,2,0
3356,Brendan,Seguin,,"6' 0""",185 lbs.,--,1.83,84.09,,,"Jul03,1976",2.6,45.0,0.6,84.0,5.0,62.0,100.0,0.0,23,19,1
3357,Tetsuya,Seki,,"5' 10""",155 lbs.,--,1.78,70.45,,,"Feb08,1994",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,8,1
3358,Stefan,Sekulic,,"6' 0""",170 lbs.,"75.0""",1.83,77.27,190.5,Southpaw,"Feb12,1992",1.83,50.0,2.83,64.0,2.0,33.0,25.0,0.5,12,4,0
3359,Pete,Sell,Drago,"5' 11""",170 lbs.,"75.0""",1.8,77.27,190.5,Orthodox,"Aug05,1982",2.6,42.0,3.65,51.0,0.91,21.0,47.0,0.9,10,7,0
3360,Matthew,Semelsberger,Semi The Jedi,"6' 1""",170 lbs.,"75.0""",1.85,77.27,190.5,Switch,"Nov23,1992",3.78,43.0,4.21,54.0,1.02,57.0,45.0,0.4,11,7,0
3361,Andrei,Semenov,,"6' 0""",185 lbs.,--,1.83,84.09,,Orthodox,"Jun17,1977",0.78,15.0,2.44,60.0,1.74,80.0,55.0,0.4,34,9,2
3362,Mackens,Semerzier,Da Menace,"5' 9""",145 lbs.,"72.0""",1.75,65.91,182.88,Orthodox,"Nov03,1980",2.91,45.0,3.48,46.0,2.14,50.0,50.0,2.1,8,4,0
3363,Brandon,Sene,,"5' 11""",205 lbs.,--,1.8,93.18,,,"May21,1981",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0
3364,YeDam,Seo,,"5' 2""",115 lbs.,"63.0""",1.57,52.27,160.02,Orthodox,"Mar20,1992",0.33,15.0,2.27,55.0,0.0,0.0,0.0,0.0,6,3,0
3365,Kim In,Seok,,"5' 6""",145 lbs.,--,1.68,65.91,,Orthodox,--,0.87,37.0,5.19,60.0,0.0,0.0,0.0,0.0,3,6,0
3366,Ray,Seraille,,"6' 3""",246 lbs.,--,1.91,111.82,,,--,5.29,27.0,17.65,41.0,0.0,0.0,0.0,0.0,8,9,0
3367,Ivan,Serati,,"6' 0""",205 lbs.,--,1.83,93.18,,Orthodox,--,0.86,26.0,5.33,29.0,0.0,0.0,0.0,0.0,12,4,0
3368,Alex,Serdyukov,The Russian Crusher,"6' 2""",170 lbs.,"74.0""",1.88,77.27,187.96,Orthodox,"May24,1980",4.94,48.0,3.1,46.0,1.84,55.0,67.0,1.8,8,5,0
3369,Nicholas,Sergiacomi,,--,170 lbs.,--,,77.27,,,--,4.38,55.0,3.94,59.0,0.0,0.0,0.0,0.0,1,1,0
3370,Matt,Serra,The Terra,"5' 6""",170 lbs.,"68.0""",1.68,77.27,172.72,Orthodox,"Jun02,1974",1.98,39.0,2.64,46.0,2.05,20.0,38.0,0.9,11,7,0
3371,Nick,Serra,The Mad Monkey,"5' 9""",170 lbs.,--,1.75,77.27,,Orthodox,"Mar27,1978",0.0,0.0,1.73,43.0,1.0,10.0,0.0,2.0,7,3,0
3372,Adrian,Serrano,,"5' 8""",170 lbs.,--,1.73,77.27,,,"Dec23,1963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,29,4
3373,Fredy,Serrano,El Profe,"5' 3""",125 lbs.,"65.0""",1.6,56.82,165.1,Orthodox,"Sep22,1979",1.58,26.0,1.89,61.0,2.84,25.0,84.0,0.0,3,2,0
3374,Carl,Seumanutafa,,"6' 1""",255 lbs.,--,1.85,115.91,,Orthodox,--,0.0,0.0,3.33,75.0,0.0,0.0,0.0,0.0,10,8,0
3375,Igor,Severino,,"5' 7""",125 lbs.,"69.0""",1.7,56.82,175.26,Orthodox,"Apr21,2003",7.17,52.0,4.33,47.0,9.69,71.0,50.0,0.0,8,1,0
3376,Dan,Severn,The Beast,"6' 2""",250 lbs.,--,1.88,113.64,,Southpaw,"Jun08,1958",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,19,1
3377,Rosi,Sexton,The Surgeon,"5' 3""",135 lbs.,--,1.6,61.36,,Orthodox,"Jul16,1977",3.31,39.0,7.42,41.0,0.75,10.0,80.0,0.0,13,5,0
3378,Scott,Shaffer,,"5' 7""",145 lbs.,--,1.7,65.91,,Orthodox,--,2.4,67.0,0.53,50.0,0.0,0.0,72.0,3.0,0,1,0
3379,Edmen,Shahbazyan,The Golden Boy,"6' 2""",185 lbs.,"75.0""",1.88,84.09,190.5,Orthodox,"Nov20,1997",3.6,52.0,4.09,45.0,2.24,38.0,63.0,0.6,13,4,0
3380,Leon,Shahbazyan,,"6' 4""",170 lbs.,"74.0""",1.93,77.27,187.96,Orthodox,"Nov18,1995",6.33,52.0,8.18,32.0,1.46,50.0,0.0,0.0,7,2,0
3381,Don,Shainis,Shameless,"5' 6""",145 lbs.,"67.0""",1.68,65.91,170.18,Orthodox,"Sep16,1990",3.42,50.0,5.87,31.0,0.97,25.0,20.0,1.9,12,5,0
3382,Liliya,Shakirova,,"5' 4""",125 lbs.,"65.0""",1.63,56.82,165.1,Orthodox,"Oct24,1991",2.7,30.0,2.58,74.0,0.0,0.0,0.0,0.0,8,2,0
3383,Kamal,Shalorus,Prince of Persia,"5' 8""",155 lbs.,"68.0""",1.73,70.45,172.72,Orthodox,"Aug27,1972",3.06,32.0,2.99,70.0,2.07,50.0,80.0,0.0,9,5,2
3384,Ken,Shamrock,The World's Most Dangerous Man,"6' 1""",205 lbs.,"72.0""",1.85,93.18,182.88,Orthodox,"Feb11,1964",1.47,46.0,4.3,39.0,0.94,60.0,44.0,2.5,28,17,2
3385,Frank,Shamrock,,"5' 10""",185 lbs.,--,1.78,84.09,,Orthodox,"Dec08,1972",4.75,53.0,4.66,57.0,0.35,50.0,37.0,1.1,23,10,2
3386,Shang,Zhifa,Northeast Flying Tiger,"5' 7""",125 lbs.,"63.0""",1.7,56.82,160.02,Orthodox,"Mar15,1986",1.27,32.0,1.27,60.0,2.0,100.0,0.0,0.0,32,8,0
3387,Priya,Sharma,,--,115 lbs.,--,,52.27,,,"Aug29,1991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0
3388,Jason,Sharp,,--,205 lbs.,--,,93.18,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0
3389,Eric,Shelton,Showtime,"5' 6""",125 lbs.,"68.0""",1.68,56.82,172.72,Orthodox,"Feb02,1991",2.57,42.0,1.88,63.0,2.83,51.0,46.0,0.2,12,6,0
3390,Sean,Sherk,The Muscle Shark,"5' 6""",155 lbs.,"67.0""",1.68,70.45,170.18,Orthodox,"Aug05,1973",2.17,35.0,2.71,55.0,4.09,46.0,56.0,0.4,36,4,1
3391,Chase,Sherman,The Vanilla Gorilla,"6' 4""",250 lbs.,"78.0""",1.93,113.64,198.12,Orthodox,"Nov16,1989",6.04,45.0,6.65,52.0,0.09,50.0,74.0,0.0,16,12,0
3392,Valentina,Shevchenko,Bullet,"5' 5""",125 lbs.,"66.0""",1.65,56.82,167.64,Southpaw,"Mar07,1988",3.28,52.0,2.11,62.0,2.56,63.0,71.0,0.4,23,4,1
3393,Antonina,Shevchenko,La Pantera,"5' 8""",125 lbs.,"67.0""",1.73,56.82,170.18,Southpaw,"Nov20,1984",3.86,55.0,2.93,52.0,0.43,42.0,53.0,0.4,10,4,0
3394,Ming,Shi,,--,115 lbs.,--,,52.27,,,"Nov14,1994",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,5,0
3395,Katsuyori,Shibata,,"6' 0""",168 lbs.,--,1.83,76.36,,Orthodox,"Nov17,1979",2.06,35.0,2.4,53.0,0.49,50.0,53.0,0.7,4,11,1
3396,Jake,Shields,,"6' 0""",170 lbs.,"72.0""",1.83,77.27,182.88,Orthodox,"Jan09,1979",2.45,36.0,1.8,56.0,2.83,29.0,35.0,1.2,31,9,1
3397,Henrique,Shiguemoto,,"5' 11""",185 lbs.,"72.0""",1.8,84.09,182.88,Orthodox,"Jun22,1989",3.6,33.0,6.0,16.0,0.0,0.0,50.0,0.0,13,4,1
3398,Shunichi,Shimizu,,"5' 5""",135 lbs.,--,1.65,61.36,,Orthodox,"Jan31,1985",0.14,33.0,4.68,30.0,0.0,0.0,0.0,0.0,30,18,11
3399,Wade,Shipp,The Nightmare,"6' 3""",245 lbs.,--,1.91,111.36,,Orthodox,"Feb09,1975",4.29,86.0,2.14,0.0,0.0,0.0,75.0,0.0,11,5,0
3400,Raja,Shippen,,"5' 6""",145 lbs.,--,1.68,65.91,,,"Oct07,1986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,11,1
3401,Yuya,Shirai,,"5' 8""",168 lbs.,--,1.73,76.36,,Orthodox,"Apr02,1980",1.02,100.0,4.07,55.0,0.0,0.0,0.0,0.0,26,14,2
3402,Wes,Shivers,,"6' 8""",--,--,2.03,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0
3403,Alexander,Shlemenko,Storm,"5' 11""",185 lbs.,--,1.8,84.09,,,"May20,1984",4.36,60.0,1.71,63.0,0.0,0.0,0.0,0.0,56,9,0
3404,Josh,Shockley,,"6' 1""",155 lbs.,--,1.85,70.45,,Orthodox,"Nov15,1989",1.4,33.0,1.75,60.0,0.0,0.0,61.0,0.8,11,4,0
3405,Josh,Shockman,The War Hammer,"6' 4""",235 lbs.,--,1.93,106.82,,Southpaw,"Dec29,1980",0.87,32.0,0.87,58.0,0.0,0.0,23.0,0.0,6,3,0
3406,Akira,Shoji,,"5' 8""",195 lbs.,--,1.73,88.64,,Orthodox,"Jan31,1974",1.03,34.0,2.63,53.0,1.79,73.0,82.0,0.4,14,17,5
3407,Liudvik,Sholinian,Palmeyros,"5' 10""",135 lbs.,"71.0""",1.78,61.36,180.34,Orthodox,"Jan20,1990",2.5,30.0,5.67,55.0,0.0,0.0,66.0,0.0,9,4,1
3408,Jack,Shore,Tank,"5' 8""",145 lbs.,"71.0""",1.73,65.91,180.34,Orthodox,"Feb06,1995",3.84,58.0,2.2,57.0,3.42,40.0,79.0,0.7,17,1,0
3409,Landon,Showalter,The Show,"6' 0""",185 lbs.,--,1.83,84.09,,,"Jun14,1976",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,19,1
3410,Ivan,Shtyrkov,Ural Hulk,"6' 0""",205 lbs.,"74.0""",1.83,93.18,187.96,Orthodox,"Jun09,1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,1
3411,Yin,Shuai,,--,125 lbs.,--,,56.82,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,4,0
3412,Brandon,Shuey,Big Dawg,"5' 7""",155 lbs.,--,1.7,70.45,,Orthodox,"Feb01,1976",0.68,33.0,1.36,0.0,0.0,0.0,0.0,10.2,7,6,0
3413,Ronal,Siahaan,Naga Sakti,"5' 7""",125 lbs.,"71.0""",1.7,56.82,180.34,Southpaw,"May05,1996",0.63,66.0,6.17,25.0,0.0,0.0,25.0,0.0,7,1,0
3414,Sam,Sicilia,,"5' 8""",145 lbs.,"67.0""",1.73,65.91,170.18,Orthodox,"Feb01,1986",2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9,15,8,0
3415,Kiril,Sidelnikov,,"5' 11""",230 lbs.,--,1.8,104.55,,,"Aug17,1988",2.87,28.0,4.48,61.0,0.0,0.0,0.0,0.0,11,4,0
3416,Serhiy,Sidey,,"5' 11""",135 lbs.,"72.0""",1.8,61.36,182.88,Switch,"Jul04,1996",5.16,35.0,4.19,56.0,0.0,0.0,0.0,0.0,10,2,0
3417,Steven,Siler,Super,"5' 11""",145 lbs.,"70.0""",1.8,65.91,177.8,Orthodox,"Feb15,1987",3.21,41.0,2.96,54.0,0.47,21.0,55.0,1.6,29,16,0
3418,Siala,Siliga,Mighty Mo,"6' 1""",290 lbs.,--,1.85,131.82,,Orthodox,"Oct08,1970",1.08,26.0,1.96,50.0,1.47,50.0,80.0,0.0,12,5,0
3419,Xavier,Siller,Young Guns,"5' 5""",125 lbs.,--,1.65,56.82,,,"Jun06,1994",1.02,36.0,1.53,57.0,3.83,100.0,0.0,0.0,5,5,0
3420,Assuerio,Silva,,"5' 10""",241 lbs.,--,1.78,109.55,,Orthodox,"Jun18,1974",1.42,46.0,4.2,54.0,2.66,34.0,25.0,1.8,16,8,0
3421,Anderson,Silva,The Spider,"6' 2""",185 lbs.,"77.0""",1.88,84.09,195.58,Southpaw,"Apr14,1975",3.05,61.0,2.05,60.0,0.5,77.0,69.0,0.8,34,11,0
3422,Wanderlei,Silva,The Axe Murderer,"5' 11""",205 lbs.,"74.0""",1.8,93.18,187.96,Orthodox,"Jul03,1976",2.79,40.0,2.19,60.0,0.97,53.0,62.0,0.6,35,13,1
3423,Thiago,Silva,,"6' 2""",205 lbs.,"74.0""",1.88,93.18,187.96,Orthodox,"Nov12,1982",3.92,50.0,2.55,67.0,1.03,47.0,70.0,0.7,19,6,0
3424,Paulo Cesar,Silva,Giant,"7' 5""",385 lbs.,--,2.26,175.0,,Orthodox,"Jul21,1963",0.4,15.0,2.72,47.0,0.42,100.0,16.0,0.4,2,6,0
3425,Jean,Silva,White Bear,"5' 6""",160 lbs.,--,1.68,72.73,,Orthodox,"Oct08,1977",0.73,22.0,2.93,52.0,0.0,0.0,0.0,0.0,19,12,3
3426,Edson,Silva,Paredao,--,205 lbs.,--,,93.18,,Orthodox,--,2.69,14.0,5.37,50.0,0.0,0.0,0.0,0.0,14,12,0
3427,Sidney,Silva,,"6' 3""",170 lbs.,--,1.91,77.27,,Southpaw,"Feb27,1972",2.86,65.0,3.3,34.0,3.3,100.0,0.0,0.0,8,4,0
3428,Jay,Silva,,"6' 2""",185 lbs.,--,1.88,84.09,,Southpaw,--,1.13,34.0,3.07,40.0,0.0,0.0,38.0,1.0,10,11,1
3429,Antonio,Silva,Bigfoot,"6' 4""",264 lbs.,"82.0""",1.93,120.0,208.28,Orthodox,"Sep14,1979",2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8,19,12,1
3430,Fabio,Silva,,"5' 11""",205 lbs.,--,1.8,93.18,,Orthodox,"Mar31,1982",0.09,11.0,5.9,38.0,0.0,0.0,0.0,0.0,1,8,0
3431,Erick,Silva,,"6' 0""",170 lbs.,"74.0""",1.83,77.27,187.96,Orthodox,"Jun21,1984",2.5,48.0,4.18,49.0,0.85,35.0,56.0,1.4,19,9,0
3432,Leandro,Silva,Buscape,"5' 9""",155 lbs.,"72.0""",1.75,70.45,182.88,Orthodox,"Nov11,1985",2.39,48.0,2.08,63.0,1.76,37.0,65.0,0.4,20,6,1
3433,Claudio,Silva,Hannibal,"5' 11""",170 lbs.,"71.0""",1.8,77.27,180.34,Southpaw,"Sep06,1982",2.48,42.0,3.0,46.0,2.85,26.0,44.0,1.1,14,4,0
3434,Wagner,Silva,Wagnao,"6' 0""",170 lbs.,--,1.83,77.27,,Orthodox,"Feb07,1987",1.69,29.0,2.87,65.0,0.0,0.0,58.0,0.0,6,3,0
3435,Rafael,Silva,Morcego,"5' 7""",135 lbs.,--,1.7,61.36,,,"Mar20,1985",0.67,50.0,0.73,67.0,0.0,0.0,25.0,1.0,28,6,0
3436,Joaquim,Silva,Netto BJJ,"5' 8""",155 lbs.,"69.0""",1.73,70.45,175.26,Southpaw,"Feb05,1989",3.61,41.0,4.51,54.0,0.45,60.0,64.0,0.7,13,5,0
3437,Felipe,Silva,,"6' 0""",155 lbs.,"77.0""",1.83,70.45,195.58,Orthodox,"May08,1984",5.4,50.0,1.8,59.0,1.0,100.0,71.0,0.0,8,2,0
3438,Dayana,Silva,,"5' 7""",135 lbs.,--,1.7,61.36,,Orthodox,"Aug27,1990",6.33,51.0,5.93,57.0,0.0,0.0,42.0,0.0,7,4,0
3439,Bruno,Silva,Bulldog,"5' 4""",125 lbs.,"65.0""",1.63,56.82,165.1,Orthodox,"Mar16,1990",3.05,46.0,3.09,59.0,2.57,30.0,64.0,0.3,13,5,2
3440,Bruno,Silva,Blindado,"6' 0""",185 lbs.,"74.0""",1.83,84.09,187.96,Orthodox,"Jul13,1989",4.12,49.0,5.45,41.0,0.93,27.0,73.0,0.0,23,11,0
3441,Gabriel,Silva,,"5' 6""",135 lbs.,"71.0""",1.68,61.36,180.34,Orthodox,"Aug26,1994",1.3,34.0,3.47,45.0,1.5,25.0,38.0,0.5,8,2,0
3442,Jacob,Silva,Lil Animal,"5' 5""",125 lbs.,"67.0""",1.65,56.82,170.18,Orthodox,"Feb23,1988",4.17,44.0,4.92,56.0,1.51,100.0,66.0,0.0,6,4,0
3443,Natalia,Silva,,"5' 4""",125 lbs.,"65.0""",1.63,56.82,165.1,Southpaw,"Feb03,1997",4.53,44.0,2.1,65.0,0.5,28.0,91.0,0.0,17,5,1
3444,Jansey,Silva,Jones,"6' 2""",185 lbs.,"67.0""",1.88,84.09,170.18,Orthodox,"May30,1995",0.46,40.0,2.32,33.0,0.0,0.0,0.0,0.0,7,2,0
3445,Maria,Silva,Viuva Negra,"5' 3""",115 lbs.,"64.0""",1.6,52.27,162.56,Orthodox,"Dec19,1995",3.0,57.0,1.13,62.0,2.0,100.0,55.0,0.5,8,1,0
3446,Karine,Silva,Killer,"5' 5""",125 lbs.,"67.0""",1.65,56.82,170.18,Orthodox,"Dec02,1993",3.37,35.0,3.37,50.0,2.45,60.0,0.0,4.1,17,4,0
3447,Erik,Silva,The King,"5' 9""",145 lbs.,"71.0""",1.75,65.91,180.34,Orthodox,"Mar16,1987",2.07,70.0,1.57,40.0,3.76,80.0,62.0,0.0,9,3,0
3448,Janaina,Silva,Jana-Iron-Hand,"5' 1""",115 lbs.,"60.0""",1.55,52.27,152.4,Orthodox,"Feb16,1992",0.0,0.0,1.5,62.0,0.0,0.0,0.0,0.0,5,1,0
3449,Jhonata,Silva,,"5' 5""",125 lbs.,"66.0""",1.65,56.82,167.64,Orthodox,"Apr24,1997",4.86,52.0,9.85,44.0,0.0,0.0,0.0,0.0,8,2,0
3450,Jean,Silva,Lord,"5' 7""",145 lbs.,"69.0""",1.7,65.91,175.26,Orthodox,"Dec27,1996",5.83,52.0,4.27,57.0,1.56,50.0,100.0,0.0,12,2,0
3451,Danny,Silva,El Puma,"5' 11""",145 lbs.,"70.0""",1.8,65.91,177.8,Switch,"Jan30,1997",8.3,58.0,9.47,59.0,3.0,50.0,100.0,0.5,9,1,0
3452,Douglas,Silva de Andrade,D Silva,"5' 7""",135 lbs.,"68.0""",1.7,61.36,172.72,Orthodox,"Jun22,1985",3.66,38.0,3.99,58.0,0.61,46.0,70.0,0.2,29,5,0
3453,Leonardo,Silva de Oliveira,Cabecao,"6' 2""",185 lbs.,--,1.88,84.09,,Orthodox,"Apr23,1992",1.07,40.0,0.54,50.0,24.11,50.0,0.0,0.0,12,4,0
3454,Marcus,Silveira,Conan,"6' 3""",242 lbs.,--,1.91,110.0,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0
3455,Elias,Silverio,Xuxu,"5' 11""",155 lbs.,"73.0""",1.8,70.45,185.42,Orthodox,"Sep22,1986",3.67,49.0,2.97,51.0,1.62,38.0,85.0,0.2,13,3,0
3456,Sim,Kai Xiong,Kobra,"5' 5""",125 lbs.,"66.0""",1.65,56.82,167.64,Orthodox,"Sep06,1997",3.19,63.0,4.56,47.0,6.84,28.0,0.0,0.0,5,1,0
3457,Jamey,Simmons,The Afro Samurai,"5' 6""",135 lbs.,"70.0""",1.68,61.36,177.8,Orthodox,"Sep11,1992",0.79,21.0,1.92,74.0,0.0,0.0,50.0,0.0,7,4,0
3458,Ricky,Simon,,"5' 6""",135 lbs.,"69.0""",1.68,61.36,175.26,Orthodox,"Aug31,1992",3.01,43.0,3.61,61.0,5.49,46.0,76.0,0.4,20,5,0
3459,Aaron,Simpson,A-Train,"6' 0""",170 lbs.,"73.0""",1.83,77.27,185.42,Orthodox,"Jul20,1974",3.6,52.0,2.53,56.0,3.78,34.0,83.0,0.5,12,5,0
3460,Wes,Sims,The Project,"6' 10""",260 lbs.,--,2.08,118.18,,Orthodox,"Aug04,1979",0.98,51.0,2.95,37.0,0.0,0.0,40.0,2.3,24,14,1
3461,Marlon,Sims,,--,170 lbs.,--,,77.27,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0
3462,Tony,Sims,,"5' 11""",155 lbs.,"70.0""",1.8,70.45,177.8,Southpaw,"Oct14,1985",1.81,63.0,0.76,65.0,0.71,50.0,50.0,0.7,12,4,0
3463,Everett,Sims,Sexual Chocolate,"6' 5""",260 lbs.,"77.0""",1.96,118.18,195.58,Southpaw,"Sep04,1988",0.81,66.0,2.19,30.0,0.0,0.0,42.0,1.2,4,1,0
3464,Lodune,Sincaid,,"5' 9""",185 lbs.,--,1.75,84.09,,Orthodox,"May07,1973",2.72,42.0,6.17,57.0,0.0,0.0,75.0,0.0,15,9,0
3465,Rob,Sinclair,,"5' 8""",155 lbs.,--,1.73,70.45,,,"Feb20,1980",1.2,33.0,1.73,73.0,0.0,0.0,50.0,0.0,13,5,0
3466,Rory,Singer,Outburst,"6' 2""",185 lbs.,"77.0""",1.88,84.09,195.58,Orthodox,"May28,1976",2.55,39.0,2.42,63.0,0.39,25.0,64.0,0.8,11,9,0
3467,Rana Rudra Pratap,Singh,Ashwathama,"5' 10""",135 lbs.,"69.0""",1.78,61.36,175.26,Orthodox,"May09,1997",0.0,0.0,9.05,27.0,0.0,0.0,0.0,0.0,11,2,0
3468,Kiran,Singh,,--,125 lbs.,--,,56.82,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0
3469,Elvis,Sinosic,The King of Rock n' Rumble,"6' 3""",205 lbs.,"77.0""",1.91,93.18,195.58,Orthodox,"Feb13,1971",1.13,37.0,4.6,53.0,0.0,0.0,0.0,1.2,7,11,2
3470,Mitchell,Sipe,No Dice,"6' 2""",245 lbs.,--,1.88,111.36,,Orthodox,"Apr09,1996",5.5,56.0,9.98,46.0,1.53,20.0,0.0,0.0,4,1,0
3471,Gian,Siqueira,Pitbull,"6' 1""",170 lbs.,"74.0""",1.85,77.27,187.96,Orthodox,"Jun23,1994",0.8,100.0,3.41,19.0,0.0,0.0,0.0,0.0,19,5,0
3472,Jeremia,Siregar,The Teacher,"5' 2""",125 lbs.,"63.0""",1.57,56.82,160.02,Orthodox,"Jul27,1991",2.8,42.0,7.37,29.0,0.0,0.0,75.0,0.0,6,3,0
3473,AJ,Siscoe,Let's Go,"5' 7""",135 lbs.,--,1.7,61.36,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0
3474,Yokthai,Sithoar,,"5' 7""",143 lbs.,--,1.7,65.0,,,"Dec25,1974",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
3475,Jeri,Sitzes,,"5' 5""",125 lbs.,--,1.65,56.82,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0
3476,Dennis,Siver,,"5' 6""",145 lbs.,"70.0""",1.68,65.91,177.8,Orthodox,"Jan13,1979",3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3,23,11,0
3477,Chas,Skelly,The Scrapper,"5' 11""",145 lbs.,"72.0""",1.8,65.91,182.88,Orthodox,"May11,1985",2.01,40.0,3.21,49.0,1.74,34.0,39.0,2.3,19,3,0
