,First,Last,Nickname,Ht.,Wt.,Reach,Ht. (m),Wt. (kg),Reach. (cm),Stance,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.,W,L,D
146,Gadzhimurad,Antigulov,,"5' 11""",205 lbs.,"70.0""",1.8,93.18,177.8,Orthodox,"Feb09,1987",2.08,55.0,4.21,40.0,5.08,36.0,0.0,1.4,20,8,0
147,Adam,Antolin,Captain Chaos,"5' 5""",125 lbs.,"63.0""",1.65,56.82,160.02,Orthodox,"Feb28,1982",5.73,52.0,5.0,69.0,0.0,0.0,100.0,0.0,12,3,0
148,Angelo,Antonio,,--,205 lbs.,--,,93.18,,Orthodox,--,1.09,50.0,7.64,50.0,0.0,0.0,0.0,0.0,1,4,0
149,Azunna,Anyanwu,Zulu,"6' 1""",251 lbs.,--,1.85,114.09,,Orthodox,"Aug05,1981",2.47,42.0,2.47,69.0,0.65,100.0,0.0,0.0,14,5,0
150,Shinsho,Anzai,Animal,"5' 7""",170 lbs.,"70.0""",1.7,77.27,177.8,Orthodox,"Dec01,1985",3.23,58.0,3.75,45.0,1.83,16.0,75.0,0.0,10,3,0
151,Shinya,Aoki,Tobikan Judan,"5' 11""",154 lbs.,--,1.8,70.0,,Southpaw,"May09,1983",0.97,58.0,1.25,58.0,2.54,41.0,60.0,4.0,39,7,0
152,,Aoriqileng,The Mongolian Murderer,"5' 7""",135 lbs.,"69.0""",1.7,61.36,175.26,Orthodox,"Jun25,1993",5.31,50.0,6.03,47.0,1.45,46.0,58.0,0.0,25,10,0
153,Josh,Appelt,,"5' 10""",255 lbs.,--,1.78,115.91,,Southpaw,"Jun19,1983",1.35,40.0,11.5,32.0,0.0,0.0,33.0,0.0,15,7,0
154,Erik,Apple,,"6' 0""",170 lbs.,--,1.83,77.27,,Orthodox,"Aug26,1977",0.0,0.0,0.54,81.0,0.0,0.0,0.0,8.1,10,3,0
155,Kenji,Arai,,"5' 10""",145 lbs.,--,1.78,65.91,,Southpaw,"Oct05,1979",8.79,27.0,10.29,39.0,0.0,0.0,0.0,0.0,15,15,5
156,Romie,Aram,,"5' 10""",170 lbs.,--,1.78,77.27,,Orthodox,"Dec02,1977",1.8,35.0,2.83,50.0,2.5,62.0,83.0,0.0,7,1,0
157,Felipe,Arantes,Sertanejo,"5' 8""",135 lbs.,"73.0""",1.73,61.36,185.42,Orthodox,"Feb09,1988",2.37,45.0,2.66,64.0,0.93,47.0,41.0,0.7,18,10,1
158,Igor,Araujo,,"6' 1""",170 lbs.,"77.0""",1.85,77.27,195.58,Orthodox,"Dec06,1980",1.52,42.0,2.86,49.0,0.86,15.0,22.0,0.6,25,9,0
159,Viviane,Araujo,Vivi,"5' 4""",125 lbs.,"68.0""",1.63,56.82,172.72,Orthodox,"Nov21,1986",4.11,47.0,4.96,56.0,1.76,40.0,78.0,0.6,12,6,0
160,Julio,Arce,,"5' 7""",145 lbs.,"70.0""",1.7,65.91,177.8,Southpaw,"Oct27,1989",4.36,36.0,3.05,68.0,0.46,28.0,96.0,0.3,19,6,0
161,Art,Arciniega,King Arthur,"5' 8""",145 lbs.,--,1.73,65.91,,,"Oct15,1981",1.53,46.0,2.73,51.0,0.0,0.0,50.0,1.0,15,7,0
162,Tristan,Arenal,,--,155 lbs.,--,,70.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4,0
163,Gabriel,Arges,,--,170 lbs.,--,,77.27,,,"Jan29,1993",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
164,Dan,Argueta,The Determined,"5' 7""",135 lbs.,"68.0""",1.7,61.36,172.72,Southpaw,"Aug13,1993",2.35,47.0,1.9,52.0,2.54,50.0,60.0,1.9,9,1,0
165,Reza,Arianto,The Crazy Lion,--,155 lbs.,--,,70.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0
166,Hashem,Arkhagha,,"6' 2""",185 lbs.,"75.0""",1.88,84.09,190.5,Orthodox,"Sep11,1989",1.84,44.0,8.97,43.0,0.0,0.0,50.0,0.0,6,1,0
167,Andrei,Arlovski,The Pitbull,"6' 3""",240 lbs.,"77.0""",1.91,109.09,195.58,Orthodox,"Feb04,1979",3.78,45.0,3.2,57.0,0.38,36.0,76.0,0.2,34,23,0
168,Garrett,Armfield,,"5' 6""",135 lbs.,"70.0""",1.68,61.36,177.8,Orthodox,"Oct09,1996",6.22,53.0,3.93,58.0,0.0,0.0,64.0,0.0,10,3,0
169,Joey,Armstrong,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0
170,Austin,Arnett,,"6' 0""",145 lbs.,"72.0""",1.83,65.91,182.88,Orthodox,"Oct22,1991",4.52,41.0,6.38,62.0,0.44,18.0,57.0,0.2,16,6,0
171,Ricardo,Arona,The Brazilian Tiger,"5' 11""",205 lbs.,--,1.8,93.18,,Orthodox,"Jul17,1978",1.66,48.0,1.15,57.0,2.41,48.0,58.0,1.2,14,5,0
172,Eli,Aronov,The Israeli Tank,"5' 10""",185 lbs.,"72.0""",1.78,84.09,182.88,Orthodox,"Jun06,1996",8.92,68.0,6.49,38.0,12.16,100.0,0.0,0.0,6,1,0
173,Chalid,Arrab,Die Faust,"5' 11""",205 lbs.,--,1.8,93.18,,Orthodox,"May28,1975",1.56,34.0,1.63,56.0,3.05,75.0,37.0,1.0,7,3,0
174,Akbarh,Arreola,El Caballero,"5' 10""",155 lbs.,"71.0""",1.78,70.45,180.34,Southpaw,"Jan14,1983",2.32,45.0,4.01,56.0,1.07,100.0,33.0,0.4,23,11,1
175,Matt,Arroyo,No Regard,"5' 10""",170 lbs.,"72.0""",1.78,77.27,182.88,Orthodox,"Sep01,1982",1.62,47.0,2.01,58.0,2.12,36.0,100.0,5.3,3,3,0
176,Antonio,Arroyo,,"6' 3""",185 lbs.,"73.0""",1.91,84.09,185.42,Orthodox,"Jul01,1989",2.82,66.0,2.02,50.0,1.14,41.0,41.0,0.2,9,5,0
177,Gilles,Arsene,,"5' 9""",190 lbs.,--,1.75,86.36,,Southpaw,--,0.06,10.0,2.45,32.0,0.0,0.0,0.0,0.0,1,1,0
178,Veta,Arteaga,,"5' 7""",125 lbs.,--,1.7,56.82,,,--,3.2,36.0,1.92,65.0,0.0,0.0,40.0,0.0,3,1,0
179,Cesar,Arzamendia,Goku,"5' 11""",155 lbs.,--,1.8,70.45,,Orthodox,"Jan31,1991",5.37,45.0,5.2,56.0,7.32,75.0,0.0,2.4,8,3,0
180,Teddy,Ash,Bear,"6' 1""",185 lbs.,"73.0""",1.85,84.09,185.42,Switch,"Dec27,1989",7.27,61.0,6.8,28.0,0.0,0.0,100.0,0.0,14,5,0
181,Arman,Ashimov,Mustafa Ozturik,"5' 6""",125 lbs.,--,1.68,56.82,,,"Jan14,1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,1
182,Yanal,Ashmouz,Red Fox,"5' 9""",155 lbs.,"68.0""",1.75,70.45,172.72,Orthodox,"Mar31,1995",3.08,42.0,5.35,59.0,0.92,50.0,50.0,0.0,7,1,0
183,,Asjabharan,,"5' 6""",135 lbs.,--,1.68,61.36,,,"Jul31,1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0
184,Askar,Askar,AK-47,"5' 7""",145 lbs.,"69.0""",1.7,65.91,175.26,Orthodox,"Aug19,1994",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0
185,Askar,Askarov,Bullet,"5' 6""",125 lbs.,"67.0""",1.68,56.82,170.18,Orthodox,"Oct09,1992",3.05,54.0,2.8,57.0,2.6,24.0,66.0,0.4,14,1,1
186,Cyril,Asker,Silverback,"6' 0""",247 lbs.,"74.0""",1.83,112.27,187.96,Orthodox,"Dec24,1985",3.35,39.0,5.82,35.0,4.41,62.0,100.0,0.9,9,4,0
187,Khusein,Askhabov,Nohcho,"5' 8""",145 lbs.,"69.0""",1.73,65.91,175.26,Orthodox,"Feb13,1995",2.0,26.0,4.13,56.0,0.0,0.0,66.0,0.0,23,1,0
188,Scott,Askham,,"6' 3""",185 lbs.,"75.0""",1.91,84.09,190.5,Southpaw,"May20,1988",3.03,46.0,3.52,52.0,0.44,18.0,65.0,0.7,14,4,0
189,Ben,Askren,Funky,"5' 11""",170 lbs.,"73.0""",1.8,77.27,185.42,Orthodox,"Jul18,1984",3.64,49.0,5.66,36.0,4.33,55.0,0.0,0.9,19,2,0
190,Ibo,Aslan,The Last Ottoman,"6' 3""",205 lbs.,"77.0""",1.91,93.18,195.58,Orthodox,"Apr23,1996",6.83,45.0,4.53,64.0,0.0,0.0,100.0,0.0,13,1,0
191,Tom,Aspinall,,"6' 5""",256 lbs.,"78.0""",1.96,116.36,198.12,Orthodox,"Apr11,1993",7.72,66.0,2.77,66.0,3.46,100.0,100.0,1.7,14,3,0
192,Bruno,Assis,Brunao,"6' 2""",185 lbs.,--,1.88,84.09,,Orthodox,"May23,1992",1.27,43.0,3.2,36.0,2.0,50.0,66.0,1.0,8,4,0
193,Junior,Assuncao,,"5' 9""",145 lbs.,"72.0""",1.75,65.91,182.88,Orthodox,"Jun24,1981",3.31,62.0,2.06,44.0,2.43,24.0,66.0,0.7,16,6,0
194,Raphael,Assuncao,,"5' 5""",135 lbs.,"66.0""",1.65,61.36,167.64,Orthodox,"Jul19,1982",3.22,42.0,2.5,66.0,1.65,39.0,78.0,0.2,28,10,0
195,Bazigit,Atajev,Volk,"6' 1""",230 lbs.,--,1.85,104.55,,Orthodox,--,0.87,41.0,3.14,49.0,1.0,33.0,0.0,0.0,17,1,0
196,Rich,Attonito,The Raging Bull,"5' 10""",170 lbs.,"72.0""",1.78,77.27,182.88,Orthodox,"Jun16,1977",2.28,47.0,2.13,59.0,0.74,37.0,75.0,0.0,10,5,0
197,Olivier,Aubin-Mercier,The Canadian Gangster,"5' 9""",155 lbs.,"70.0""",1.75,70.45,177.8,Southpaw,"Feb23,1989",2.48,51.0,2.97,55.0,2.36,33.0,70.0,0.5,11,5,0
198,Pat,Audinwood,Awesomely Awesome,"6' 0""",155 lbs.,--,1.83,70.45,,Orthodox,"Apr16,1986",1.17,12.0,4.31,41.0,0.8,50.0,0.0,0.0,11,2,1
199,Jose,Augusto,Gugu,"6' 3""",251 lbs.,--,1.91,114.09,,,"Mar28,1992",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0
200,Marcus,Aurelio,Maximus,"5' 10""",155 lbs.,"74.0""",1.78,70.45,187.96,Orthodox,"Aug18,1973",1.42,33.0,2.27,59.0,1.69,27.0,27.0,1.3,22,10,0
201,David,Avellan,,"5' 9""",185 lbs.,--,1.75,84.09,,Orthodox,--,3.33,25.0,10.0,57.0,0.0,0.0,0.0,0.0,2,1,0
202,Blas,Avena,The Disciple,"6' 0""",170 lbs.,"74.0""",1.83,77.27,187.96,Orthodox,"Jun30,1983",2.34,47.0,3.36,43.0,2.37,80.0,50.0,1.8,8,7,0
203,Levi,Avera,,"6' 1""",170 lbs.,--,1.85,77.27,,,"May17,1982",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,15,0
204,Anthony,Avila,,"5' 7""",145 lbs.,--,1.7,65.91,,,"Dec29,1988",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,5,0
205,Chris,Avila,,"5' 10""",145 lbs.,--,1.78,65.91,,Orthodox,"Jan16,1993",2.37,30.0,4.17,48.0,0.0,0.0,46.0,0.0,5,4,0
206,Julia,Avila,Raging Panda,"5' 7""",135 lbs.,"68.0""",1.7,61.36,172.72,Orthodox,"May11,1988",2.59,43.0,2.86,50.0,0.54,33.0,50.0,0.3,9,3,0
207,Saad,Awad,Assassin,"5' 11""",155 lbs.,--,1.8,70.45,,,"Jun07,1983",2.13,26.0,1.87,60.0,0.5,16.0,100.0,0.5,20,9,0
208,Javy,Ayala,Eye Candy,"6' 1""",265 lbs.,--,1.85,120.45,,,"Aug20,1988",0.83,25.0,5.0,33.0,0.0,0.0,0.0,0.0,10,5,0
209,Jessin,Ayari,,"6' 0""",155 lbs.,"73.0""",1.83,70.45,185.42,Orthodox,"May31,1992",3.53,37.0,3.59,58.0,0.0,0.0,50.0,0.3,16,6,0
210,Abu,Azaitar,Captain Morocco,"5' 9""",185 lbs.,"76.0""",1.75,84.09,193.04,Orthodox,"Mar10,1986",4.38,43.0,4.32,51.0,1.0,37.0,42.0,0.0,14,4,1
211,Ottman,Azaitar,Bulldozer,"5' 8""",155 lbs.,"71.0""",1.73,70.45,180.34,Switch,"Feb20,1990",5.73,51.0,4.96,48.0,0.0,0.0,100.0,0.0,13,2,0
212,Luiz,Azeredo,,"5' 9""",154 lbs.,--,1.75,70.0,,Orthodox,"Jun10,1976",2.16,39.0,2.76,57.0,1.07,50.0,45.0,0.3,15,10,0
213,Luciano,Azevedo,,"6' 3""",161 lbs.,--,1.91,73.18,,Orthodox,"Jun25,1981",0.76,45.0,1.97,27.0,2.28,11.0,0.0,0.0,17,9,1
214,Hunter,Azure,,"5' 8""",145 lbs.,"69.0""",1.73,65.91,175.26,Orthodox,"Mar02,1992",3.92,53.0,2.08,58.0,1.97,34.0,67.0,1.3,9,2,0
215,Niklas,Backstrom,,"6' 1""",145 lbs.,--,1.85,65.91,,Orthodox,"Aug22,1989",1.12,41.0,3.65,40.0,2.92,80.0,72.0,2.2,11,3,0
216,Seth,Baczynski,The Polish Pistola,"6' 3""",170 lbs.,"75.0""",1.91,77.27,190.5,Orthodox,"Oct26,1981",3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8,20,14,0
217,Abdul Azeem,Badakhshi,The Afghan Lion,--,145 lbs.,--,,65.91,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,0
218,Ryan,Bader,Darth,"6' 2""",205 lbs.,"74.0""",1.88,93.18,187.96,Orthodox,"Jun07,1983",2.82,43.0,1.39,71.0,3.37,44.0,80.0,0.4,23,5,0
219,Izabela,Badurek,,"5' 5""",115 lbs.,--,1.65,52.27,,Orthodox,"Jul11,1991",3.74,71.0,4.9,32.0,1.75,12.0,100.0,0.0,6,3,0
220,Miguel,Baeza,Caramel Thunder,"6' 2""",170 lbs.,"74.0""",1.88,77.27,187.96,Orthodox,"Aug23,1992",4.88,49.0,5.1,53.0,0.44,28.0,100.0,1.8,10,3,0
221,Ali,Bagautinov,Puncher,"5' 4""",125 lbs.,"65.0""",1.63,56.82,165.1,Orthodox,"Jun10,1985",2.85,42.0,3.09,52.0,2.51,36.0,65.0,0.3,15,6,0
222,Mehdi,Baghdad,The Sultan,"6' 1""",155 lbs.,--,1.85,70.45,,Orthodox,"Apr13,1985",3.13,30.0,4.56,46.0,0.0,0.0,33.0,0.0,11,5,0
223,Melsik,Baghdasaryan,The Gun,"5' 9""",145 lbs.,"70.0""",1.75,65.91,177.8,Southpaw,"Jan28,1992",5.28,61.0,3.06,58.0,0.0,0.0,72.0,0.0,8,2,0
224,Siyar,Bahadurzada,The Great,"5' 11""",170 lbs.,"73.0""",1.8,77.27,185.42,Orthodox,"Apr17,1984",2.91,40.0,3.23,49.0,1.32,61.0,62.0,0.3,24,8,1
225,Ignacio,Bahamondes,La Jaula,"6' 3""",155 lbs.,"75.0""",1.91,70.45,190.5,Orthodox,"Aug27,1997",6.97,46.0,4.36,57.0,0.0,0.0,85.0,0.4,14,5,0
226,Bahatebole,Batebolati,Lion King,"5' 11""",155 lbs.,"71.0""",1.8,70.45,180.34,Southpaw,"Sep12,1997",4.34,47.0,4.62,64.0,2.04,100.0,100.0,0.0,8,1,1
227,Shamar,Bailey,,"5' 9""",155 lbs.,"75.0""",1.75,70.45,190.5,Southpaw,"Sep22,1982",1.56,20.0,3.91,69.0,1.5,33.0,37.0,0.0,16,11,0
228,Jordan,Bailey,,"5' 9""",145 lbs.,--,1.75,65.91,,,--,1.74,40.0,0.29,0.0,4.35,100.0,0.0,4.3,6,3,0
229,Scott,Baker,,"6' 0""",210 lbs.,--,1.83,95.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
230,Bryan,Baker,The Beast,"6' 3""",185 lbs.,--,1.91,84.09,,Orthodox,"Oct13,1985",1.78,52.0,2.83,45.0,0.44,50.0,37.0,0.9,18,5,0
231,Jin,Bala,,"5' 9""",155 lbs.,--,1.75,70.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,3,0
232,,Balajin,The Snow Leopard,"5' 9""",145 lbs.,"72.0""",1.75,65.91,182.88,Orthodox,"Mar31,1992",1.4,33.0,2.73,50.0,2.0,20.0,66.0,0.0,23,4,0
233,Oluwale,Bamgbose,Holy War Angel,"5' 11""",185 lbs.,"78.0""",1.8,84.09,198.12,Switch,"Aug04,1987",2.45,48.0,2.7,55.0,0.94,33.0,37.0,0.0,6,4,0
234,Stephen,Banaszak,,"6' 0""",145 lbs.,--,1.83,65.91,,,"Dec07,1990",4.2,47.0,1.15,66.0,0.0,0.0,100.0,1.9,5,5,0
235,Marcin,Bandel,Bomba,"5' 10""",155 lbs.,--,1.78,70.45,,Orthodox,"Oct10,1989",0.79,50.0,5.26,23.0,0.0,0.0,0.0,0.0,15,7,0
236,Humberto,Bandenay,,"5' 11""",145 lbs.,"71.0""",1.8,65.91,180.34,Southpaw,"Sep04,1994",2.22,41.0,4.79,41.0,2.9,46.0,62.0,0.5,14,7,0
237,Tae Hyun,Bang,Supernatural,"5' 9""",155 lbs.,"71.0""",1.75,70.45,180.34,Switch,"Apr15,1983",2.72,38.0,2.07,66.0,0.49,33.0,57.0,0.5,18,10,0
238,Yohan,Banks,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0
239,Shauna,Bannon,Mama B,"5' 5""",115 lbs.,"65.0""",1.65,52.27,165.1,Switch,"Oct23,1993",3.6,37.0,3.73,37.0,0.0,0.0,33.0,0.0,5,1,0
240,Antonio,Banuelos,,"5' 5""",135 lbs.,"63.0""",1.65,61.36,160.02,Orthodox,"Sep23,1979",2.69,33.0,3.15,58.0,1.62,62.0,86.0,0.4,20,11,1
241,Renan,Barao,The Baron,"5' 6""",145 lbs.,"70.0""",1.68,65.91,177.8,Orthodox,"Jan31,1987",3.78,36.0,3.9,57.0,1.49,41.0,91.0,0.5,34,9,0
242,Junior,Barata,,"5' 10""",170 lbs.,--,1.78,77.27,,Orthodox,"Jan25,1982",4.03,33.0,8.46,34.0,0.0,0.0,0.0,0.0,9,3,1
243,Maycee,Barber,The Future,"5' 5""",125 lbs.,"65.0""",1.65,56.82,165.1,Switch,"May18,1998",4.7,53.0,2.9,54.0,1.44,43.0,53.0,0.1,14,2,0
244,Bryan,Barberena,Bam Bam,"6' 0""",185 lbs.,"72.0""",1.83,84.09,182.88,Southpaw,"May03,1989",5.35,48.0,4.59,44.0,0.13,22.0,50.0,0.3,18,12,0
245,Dione,Barbosa,The Witch,"5' 6""",125 lbs.,"66.0""",1.68,56.82,167.64,Orthodox,"May08,1992",0.87,50.0,0.65,66.0,3.27,100.0,0.0,9.8,6,2,0
246,Edson,Barboza,Junior,"5' 11""",145 lbs.,"75.0""",1.8,65.91,190.5,Orthodox,"Jan21,1986",4.18,45.0,4.34,57.0,0.48,50.0,75.0,0.1,24,11,0
247,Raoni,Barcelos,,"5' 7""",135 lbs.,"67.0""",1.7,61.36,170.18,Orthodox,"May01,1987",5.22,51.0,4.79,61.0,1.86,32.0,85.0,0.6,18,5,0
248,Daniel,Barez,,"5' 6""",125 lbs.,"66.0""",1.68,56.82,167.64,Orthodox,"Dec10,1988",3.8,53.0,5.32,55.0,4.07,31.0,91.0,1.6,16,6,0
249,Danny,Barlow,LeftHand2God,"6' 2""",170 lbs.,"79.0""",1.88,77.27,200.66,Southpaw,"Aug02,1995",8.8,52.0,3.65,57.0,0.0,0.0,100.0,0.0,8,0,0
250,Luke,Barnatt,The Bigslow,"6' 6""",185 lbs.,"77.0""",1.98,84.09,195.58,Orthodox,"Apr13,1988",4.43,36.0,3.87,59.0,0.63,42.0,63.0,0.4,13,4,0
251,James,Barnes,Mooka,"5' 8""",135 lbs.,"71.0""",1.73,61.36,180.34,Orthodox,"May28,1982",0.57,34.0,3.02,39.0,1.08,16.0,40.0,0.0,14,5,0
252,Nick,Barnes,,"5' 11""",170 lbs.,--,1.8,77.27,,,--,2.86,29.0,8.93,51.0,5.36,100.0,100.0,5.4,11,2,0
253,Shonte,Barnes,Shyne,"5' 11""",185 lbs.,"76.0""",1.8,84.09,193.04,Southpaw,"Feb09,1987",2.32,38.0,1.55,67.0,0.0,0.0,60.0,0.0,6,2,1
254,Josh,Barnett,The Warmaster,"6' 3""",250 lbs.,"78.0""",1.91,113.64,198.12,Orthodox,"Nov10,1977",3.2,50.0,2.11,57.0,1.26,55.0,55.0,1.4,35,8,0
255,Chris,Barnett,Beastboy,"5' 9""",265 lbs.,"75.0""",1.75,120.45,190.5,Orthodox,"Jun14,1986",4.41,48.0,5.87,40.0,0.0,0.0,33.0,0.0,23,8,0
256,Chris,Barnhizer,,--,--,--,,,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0
257,David,Baron,,"5' 6""",155 lbs.,--,1.68,70.45,,Switch,"Feb15,1973",1.17,30.0,2.1,56.0,0.0,0.0,14.0,0.7,17,4,1
258,Phil,Baroni,The New York Bad Ass,"5' 9""",170 lbs.,"72.0""",1.75,77.27,182.88,Orthodox,"Apr16,1976",2.77,45.0,3.93,40.0,1.46,47.0,60.0,0.5,15,18,0
259,Dan,Barrera,The Fireman,"5' 9""",170 lbs.,--,1.75,77.27,,Orthodox,"Dec23,1980",0.8,70.0,1.2,28.0,1.0,8.0,0.0,0.0,3,1,0
260,Carlos,Barreto,,"6' 4""",230 lbs.,--,1.93,104.55,,Orthodox,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,9,0
261,Jose,Barreto,,--,185 lbs.,--,,84.09,,Southpaw,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
262,Peter,Barrett,Slippery,"5' 10""",145 lbs.,"73.0""",1.78,65.91,185.42,Southpaw,"Aug10,1986",4.18,61.0,4.32,42.0,1.39,22.0,66.0,0.0,11,5,0
263,Marc-Andre,Barriault,Powerbar,"6' 1""",185 lbs.,"74.0""",1.85,84.09,187.96,Orthodox,"Feb18,1990",6.19,47.0,5.67,52.0,0.22,25.0,67.0,0.1,16,7,0
264,David,Barrios,,"5' 6""",145 lbs.,--,1.68,65.91,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0
265,Alexandre,Barros,Baixinho,"5' 9""",170 lbs.,--,1.75,77.27,,Southpaw,"Nov19,1976",0.98,40.0,4.05,36.0,1.84,50.0,100.0,0.0,22,11,0
266,Ricardo,Barros,,"6' 1""",205 lbs.,--,1.85,93.18,,,"Mar22,1976",0.0,0.0,8.22,31.0,0.0,0.0,100.0,0.0,2,2,0
267,Francimar,Barroso,Bodao,"6' 1""",205 lbs.,"75.0""",1.85,93.18,190.5,Orthodox,"Feb28,1980",2.77,52.0,3.07,59.0,2.22,24.0,83.0,0.0,19,7,0
268,Pat,Barry,HD,"5' 11""",235 lbs.,"74.0""",1.8,106.82,187.96,Orthodox,"Jul07,1979",2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2,8,7,0
269,Dean,Barry,The Sniper,"5' 10""",170 lbs.,"72.0""",1.78,77.27,182.88,Orthodox,"Jul03,1992",9.31,40.0,4.66,51.0,0.0,0.0,100.0,0.0,4,2,0
270,Enrique,Barzola,El Fuerte,"5' 7""",145 lbs.,"70.0""",1.7,65.91,177.8,Orthodox,"Apr28,1989",3.91,41.0,2.97,68.0,4.2,45.0,66.0,0.3,17,5,2
271,Javid,Basharat,The Snow Leopard,"5' 9""",135 lbs.,"69.0""",1.75,61.36,175.26,Orthodox,"Sep07,1995",5.42,53.0,2.97,62.0,1.7,40.0,85.0,0.2,14,1,0
272,Farid,Basharat,Ferocious,"5' 8""",135 lbs.,"71.0""",1.73,61.36,180.34,Orthodox,"Aug02,1997",4.47,58.0,2.44,57.0,3.96,41.0,83.0,0.6,12,0,0
273,Stephen,Bass,Bigfish,"5' 9""",145 lbs.,--,1.75,65.91,,Orthodox,"Nov14,1982",4.87,52.0,5.87,55.0,0.0,0.0,0.0,0.0,11,2,0
274,Sean,Bassett,,--,155 lbs.,--,,70.45,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0
275,Ryan,Bastianelli,Relentless,"5' 5""",135 lbs.,--,1.65,61.36,,,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,0
276,Shayna,Baszler,The Queen of Spades,"5' 7""",135 lbs.,--,1.7,61.36,,Orthodox,"Aug08,1980",2.49,30.0,6.36,51.0,0.67,18.0,44.0,1.3,15,11,0
277,Michel,Batista,,"6' 3""",260 lbs.,--,1.91,118.18,,Orthodox,"Apr20,1984",0.0,0.0,4.03,40.0,6.72,50.0,0.0,0.0,4,1,0
278,Bryan,Battle,The Butcher,"6' 1""",170 lbs.,"77.0""",1.85,77.27,195.58,Orthodox,"Sep21,1994",4.52,51.0,3.74,44.0,1.12,28.0,47.0,0.6,11,2,0
279,Alan,Baudot,The Black Samourai,"6' 3""",243 lbs.,"79.0""",1.91,110.45,200.66,Orthodox,"Feb01,1988",5.36,58.0,4.82,46.0,0.0,0.0,62.0,0.0,8,3,0
280,Mario,Bautista,,"5' 9""",135 lbs.,"69.0""",1.75,61.36,175.26,Switch,"Jul01,1993",5.69,48.0,3.99,53.0,2.25,44.0,66.0,1.0,14,2,0
281,Chris,Beal,Real Deal,"5' 7""",125 lbs.,"69.0""",1.7,56.82,175.26,Orthodox,"Aug06,1985",3.45,35.0,3.18,61.0,1.6,58.0,78.0,0.2,10,5,0
282,Donovan,Beard,The Highlight Reel,"6' 2""",185 lbs.,"78.0""",1.88,84.09,198.12,Orthodox,"Nov05,1989",0.0,0.0,5.77,28.0,0.0,0.0,0.0,0.0,7,2,0
283,Rudy,Bears,,"5' 11""",170 lbs.,--,1.8,77.27,,Southpaw,--,1.27,29.0,2.53,50.0,0.0,0.0,0.0,0.0,16,15,0
284,Salvador,Becerra,,"5' 9""",155 lbs.,--,1.75,70.45,,,--,4.57,31.0,3.83,58.0,0.0,0.0,66.0,0.0,5,2,0
285,Ariel,Beck,,"5' 6""",125 lbs.,"66.0""",1.68,56.82,167.64,Southpaw,"Sep16,1990",4.44,34.0,4.31,64.0,0.0,0.0,0.0,0.0,4,5,0
286,Jeff,Bedard,Little Popeye,"5' 6""",145 lbs.,--,1.68,65.91,,Orthodox,"Feb06,1970",0.8,51.0,0.0,100.0,3.43,66.0,100.0,2.6,13,3,0
287,Eric,Bedard,Lucky Strikes,"6' 2""",239 lbs.,--,1.88,108.64,,,"Sep11,1984",6.37,35.0,8.54,52.0,0.0,0.0,0.0,0.0,6,7,0
288,Johnny,Bedford,Brutal,"5' 10""",135 lbs.,"71.0""",1.78,61.36,180.34,Orthodox,"Jan06,1983",4.53,50.0,1.75,63.0,1.83,62.0,62.0,0.0,21,13,1
289,Rolando,Bedoya,The Machine,"5' 11""",170 lbs.,"74.0""",1.8,77.27,187.96,Orthodox,"Jan13,1997",8.7,55.0,6.83,52.0,0.0,0.0,0.0,0.0,14,3,0
290,Chase,Beebe,,"5' 7""",135 lbs.,"67.0""",1.7,61.36,170.18,Orthodox,"Mar29,1985",2.17,38.0,1.64,69.0,2.49,42.0,41.0,0.9,24,13,1
